
Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2012-13,20,DEN,NBA,SF,7,0,3.7,0.6,1.7,.333,0.0,0.1,.000,0.6,1.6,.364,0.1,0.3,.500,0.1,0.1,0.3,0.4,0.1,0.0,0.1,0.4,1.3
2013-14,21,DEN,NBA,SF,52,16,15.2,1.8,4.9,.367,0.6,1.8,.319,1.2,3.1,.395,0.8,1.1,.709,0.7,2.1,2.8,0.5,0.4,0.6,0.9,1.3,4.9
Career,,,NBA,,59,16,13.8,1.7,4.5,.366,0.5,1.6,.316,1.2,2.9,.393,0.7,1.0,.702,0.6,1.9,2.5,0.5,0.4,0.5,0.8,1.2,4.5
