
Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2011-12,19,MIL,NBA,SF,42,9,11.4,1.9,4.0,.467,0.1,0.5,.261,1.7,3.5,.500,1.0,1.3,.815,0.7,1.7,2.4,0.5,0.3,0.2,0.7,1.1,5.0
2012-13,20,TOT,NBA,SF-PF,55,34,23.6,4.2,9.3,.455,0.6,2.0,.315,3.6,7.3,.493,1.9,2.5,.752,1.3,3.9,5.2,1.3,0.6,0.8,1.2,2.2,11.0
2012-13,20,MIL,NBA,SF,28,14,11.6,1.9,4.1,.461,0.3,0.8,.333,1.6,3.4,.489,0.8,0.9,.885,0.6,1.4,2.0,0.5,0.3,0.3,0.6,1.1,4.9
2012-13,20,ORL,NBA,PF,27,20,36.1,6.7,14.7,.453,1.0,3.2,.310,5.7,11.5,.494,3.0,4.1,.721,2.1,6.4,8.5,2.1,0.9,1.4,1.8,3.3,17.3
2013-14,21,ORL,NBA,PF,61,36,30.3,5.4,11.7,.464,0.5,2.1,.254,4.9,9.7,.508,3.2,4.0,.807,1.4,5.5,7.0,1.3,0.7,0.4,1.3,2.3,14.6
Career,,,NBA,,158,79,23.0,4.1,8.8,.461,0.5,1.6,.280,3.6,7.2,.502,2.2,2.8,.791,1.2,3.9,5.1,1.1,0.5,0.5,1.1,1.9,10.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,ORL,NBA,,88,56,32.1,5.8,12.6,.460,0.7,2.4,.277,5.1,10.2,.503,3.1,4.0,.780,1.6,5.8,7.4,1.6,0.7,0.7,1.4,2.6,15.5
2 seasons,,MIL,NBA,,70,23,11.5,1.9,4.1,.465,0.2,0.6,.295,1.7,3.4,.496,1.0,1.1,.838,0.7,1.6,2.3,0.5,0.3,0.2,0.7,1.1,4.9
