
Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2013-14,22,OKC,NBA,PF,40,16,10.0,0.8,1.7,.485,0.1,0.3,.154,0.8,1.4,.564,0.2,0.3,.700,0.9,1.5,2.4,0.4,0.5,0.3,0.5,1.9,1.9
Career,,,NBA,,40,16,10.0,0.8,1.7,.485,0.1,0.3,.154,0.8,1.4,.564,0.2,0.3,.700,0.9,1.5,2.4,0.4,0.5,0.3,0.5,1.9,1.9
