
Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2005-06,20,GSW,NBA,SG,49,3,18.1,2.7,6.5,.415,0.6,1.7,.341,2.1,4.8,.441,0.9,1.2,.712,0.4,1.7,2.1,1.6,0.7,0.2,1.2,1.4,6.8
2006-07,21,GSW,NBA,SG,77,53,34.3,6.2,13.1,.475,0.5,1.9,.273,5.7,11.3,.509,3.5,4.6,.763,0.8,2.4,3.2,4.1,1.7,0.3,2.9,2.7,16.5
2007-08,22,GSW,NBA,SG,81,72,37.9,8.0,15.1,.531,0.1,0.6,.231,7.9,14.5,.545,4.0,5.1,.767,1.6,3.3,5.0,3.9,1.5,0.3,2.1,2.4,20.2
2008-09,23,GSW,NBA,SG,25,25,35.7,7.8,17.2,.451,0.3,1.0,.308,7.4,16.2,.460,3.1,3.8,.830,0.6,3.8,4.3,3.7,1.6,0.3,2.7,2.7,19.0
2009-10,24,GSW,NBA,SG,64,64,41.4,9.9,22.0,.449,1.2,3.6,.338,8.7,18.4,.470,4.6,6.1,.753,0.7,3.3,4.0,5.3,2.2,0.4,3.8,3.0,25.5
2010-11,25,GSW,NBA,SG,80,80,40.3,9.1,20.1,.451,1.7,4.7,.361,7.4,15.4,.478,4.3,5.4,.789,0.6,3.0,3.5,5.6,2.1,0.3,3.2,2.5,24.1
2011-12,26,TOT,NBA,SG,58,58,36.6,7.8,17.9,.433,1.1,3.5,.308,6.7,14.5,.462,3.8,4.7,.796,0.3,3.1,3.4,6.0,1.5,0.3,3.1,2.3,20.4
2011-12,26,GSW,NBA,SG,37,37,36.9,8.2,19.0,.433,1.4,4.2,.321,6.9,14.8,.465,4.1,5.0,.812,0.4,3.0,3.4,6.0,1.5,0.3,3.3,2.3,21.9
2011-12,26,MIL,NBA,SG,21,21,36.0,6.9,16.0,.432,0.6,2.1,.267,6.3,13.9,.457,3.2,4.2,.764,0.2,3.3,3.5,5.9,1.4,0.3,2.6,2.5,17.6
2012-13,27,MIL,NBA,SG,82,82,37.5,7.3,17.5,.416,1.1,4.0,.287,6.1,13.5,.454,3.5,4.6,.773,0.5,3.3,3.9,6.0,2.1,0.4,3.1,2.0,19.2
2013-14,28,DAL,NBA,PG,82,82,36.9,7.0,15.6,.451,0.8,2.5,.330,6.2,13.0,.474,4.1,5.2,.788,0.5,3.1,3.6,5.7,1.7,0.3,3.2,2.4,19.0
Career,,,NBA,,598,519,36.1,7.4,16.3,.455,0.9,2.8,.319,6.5,13.6,.482,3.7,4.7,.776,0.7,3.0,3.7,4.9,1.7,0.3,2.9,2.4,19.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7 seasons,,GSW,NBA,,413,334,35.7,7.6,16.2,.465,0.8,2.6,.329,6.7,13.7,.491,3.6,4.7,.774,0.8,2.9,3.7,4.4,1.7,0.3,2.8,2.5,19.6
2 seasons,,MIL,NBA,,103,103,37.2,7.2,17.2,.419,1.0,3.6,.284,6.2,13.6,.455,3.5,4.5,.771,0.5,3.3,3.8,6.0,1.9,0.4,3.0,2.1,18.9
1 season,,DAL,NBA,,82,82,36.9,7.0,15.6,.451,0.8,2.5,.330,6.2,13.0,.474,4.1,5.2,.788,0.5,3.1,3.6,5.7,1.7,0.3,3.2,2.4,19.0
