
Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2009-10,22,NOH,NBA,SG,73,17,25.6,5.5,12.1,.451,1.6,4.3,.374,3.8,7.8,.493,2.0,2.4,.814,1.0,1.9,2.9,1.6,0.8,0.2,1.0,1.7,14.5
2010-11,23,TOT,NBA,SG,73,23,24.3,4.8,11.1,.434,1.2,3.3,.367,3.6,7.8,.462,2.0,2.5,.788,0.8,2.7,3.5,1.8,0.9,0.1,1.3,1.5,12.8
2010-11,23,NOH,NBA,SG,46,0,16.2,3.0,7.3,.410,0.8,2.0,.376,2.2,5.2,.423,1.1,1.4,.758,0.5,2.3,2.8,0.9,0.4,0.1,0.8,1.1,7.8
2010-11,23,SAC,NBA,SG,27,23,38.1,7.9,17.5,.450,2.0,5.4,.361,5.9,12.1,.491,3.5,4.4,.805,1.3,3.4,4.7,3.4,1.7,0.2,2.1,2.2,21.3
2011-12,24,SAC,NBA,SG,51,51,34.9,6.9,15.7,.438,2.1,6.1,.345,4.8,9.7,.497,2.8,3.2,.865,1.6,2.0,3.7,1.9,1.4,0.2,1.6,2.2,18.7
2012-13,25,SAC,NBA,SG,72,8,24.0,4.6,10.8,.429,2.0,5.3,.372,2.7,5.5,.484,1.5,1.8,.881,0.7,1.8,2.5,1.3,0.8,0.1,0.9,1.5,12.7
2013-14,26,TOT,NBA,SG,72,27,24.2,3.5,8.9,.394,1.5,4.4,.345,2.0,4.5,.443,1.3,1.6,.804,0.8,2.0,2.8,1.1,0.8,0.2,0.9,1.5,9.8
2013-14,26,SAC,NBA,SG,46,26,24.4,3.1,8.1,.381,1.2,3.9,.318,1.8,4.2,.438,0.9,1.1,.808,0.8,1.8,2.7,1.0,0.7,0.2,0.8,1.6,8.3
2013-14,26,BRK,NBA,SG,26,1,23.8,4.2,10.2,.414,2.0,5.3,.380,2.2,5.0,.450,1.8,2.3,.800,0.7,2.2,2.8,1.2,1.0,0.1,1.1,1.4,12.3
Career,,,NBA,,341,126,26.1,4.9,11.5,.431,1.6,4.6,.361,3.3,6.9,.478,1.9,2.2,.828,1.0,2.1,3.0,1.5,0.9,0.1,1.1,1.7,13.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,SAC,NBA,,196,108,28.9,5.3,12.4,.429,1.8,5.2,.353,3.5,7.2,.484,2.0,2.3,.847,1.1,2.1,3.2,1.7,1.1,0.1,1.3,1.8,14.4
2 seasons,,NOH,NBA,,119,17,22.0,4.5,10.2,.440,1.3,3.4,.374,3.2,6.8,.472,1.6,2.0,.798,0.8,2.1,2.9,1.3,0.6,0.1,0.9,1.5,11.9
1 season,,BRK,NBA,,26,1,23.8,4.2,10.2,.414,2.0,5.3,.380,2.2,5.0,.450,1.8,2.3,.800,0.7,2.2,2.8,1.2,1.0,0.1,1.1,1.4,12.3
