
Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1999-00,21,PHO,NBA,SF,51,38,24.7,4.4,9.2,.471,0.1,0.4,.182,4.3,8.8,.486,1.4,1.7,.847,2.1,4.5,6.5,1.4,0.7,1.0,1.0,2.2,10.2
2000-01,22,PHO,NBA,SF,79,79,36.2,7.1,14.7,.480,0.3,1.0,.256,6.8,13.6,.497,3.0,3.7,.810,2.8,7.9,10.7,2.0,1.7,1.4,1.6,2.7,17.3
2001-02,23,PHO,NBA,SF,81,81,38.4,8.1,17.2,.469,0.6,1.5,.393,7.5,15.7,.476,2.4,2.8,.845,2.6,7.3,9.9,2.0,1.8,1.1,1.8,2.6,19.1
2002-03 ★,24,PHO,NBA,SF,81,81,41.6,8.2,18.1,.452,1.7,4.5,.387,6.4,13.6,.473,3.1,3.6,.851,2.5,7.1,9.5,2.4,2.3,1.2,1.9,2.6,21.2
2003-04,25,PHO,NBA,SF,79,79,40.7,7.5,17.0,.440,1.1,3.4,.340,6.3,13.6,.465,2.9,3.4,.851,2.7,6.6,9.3,2.7,2.1,1.3,2.0,2.6,19.0
2004-05 ★,26,PHO,NBA,PF,81,81,38.8,7.6,15.9,.476,1.4,4.2,.334,6.2,11.7,.526,2.8,3.4,.833,2.9,8.4,11.3,1.9,2.0,1.5,1.5,2.5,19.4
2005-06 ★,27,PHO,NBA,PF,81,81,40.3,8.8,16.9,.525,1.2,3.6,.331,7.7,13.3,.577,3.0,3.7,.809,3.1,8.8,11.8,1.8,2.0,1.7,1.5,2.8,21.8
2006-07 ★,28,PHO,NBA,SF,80,80,37.6,7.0,13.4,.524,1.0,3.2,.317,6.0,10.2,.587,2.5,3.1,.810,2.2,7.7,9.8,1.7,2.0,1.5,1.4,2.7,17.5
2007-08,29,TOT,NBA,PF,63,62,36.7,6.3,12.5,.508,1.0,3.1,.333,5.3,9.3,.567,1.7,2.4,.707,2.2,8.0,10.2,2.2,2.0,1.3,1.4,2.4,15.4
2007-08,29,PHO,NBA,PF,47,47,36.4,6.5,12.3,.526,1.2,3.6,.347,5.2,8.7,.599,1.6,2.3,.713,1.8,8.0,9.9,2.1,2.0,1.5,1.0,2.5,15.8
2007-08,29,MIA,NBA,PF,16,15,37.6,6.0,13.1,.459,0.5,1.9,.258,5.5,11.1,.494,1.8,2.6,.690,3.1,8.1,11.2,2.5,1.9,0.9,2.3,2.1,14.3
2008-09,30,TOT,NBA,SF,69,68,35.8,5.5,11.4,.485,0.1,0.8,.189,5.4,10.7,.506,1.7,2.1,.796,2.6,5.9,8.5,2.0,1.3,1.0,1.5,1.9,12.9
2008-09,30,MIA,NBA,SF,42,41,36.1,5.1,10.6,.482,0.2,1.0,.200,4.9,9.7,.510,1.6,2.0,.788,2.5,6.1,8.7,1.8,1.4,1.1,1.3,2.2,12.0
2008-09,30,TOR,NBA,SF,27,27,35.3,6.2,12.7,.488,0.1,0.5,.154,6.1,12.2,.502,1.9,2.3,.806,2.7,5.6,8.3,2.3,1.1,0.8,1.8,1.5,14.3
2009-10,31,DAL,NBA,SF,75,75,31.8,5.3,10.4,.508,0.0,0.3,.158,5.2,10.1,.516,1.4,1.9,.755,2.1,4.3,6.4,1.4,0.9,0.8,1.3,1.9,12.0
2010-11,32,DAL,NBA,SF,80,27,28.2,5.4,10.4,.520,0.1,0.4,.152,5.4,10.0,.536,1.6,2.1,.768,2.1,4.8,6.9,1.4,0.9,0.6,1.6,1.8,12.5
2011-12,33,DAL,NBA,SF,63,63,30.5,4.6,10.3,.446,0.3,1.1,.294,4.3,9.2,.464,1.2,1.5,.796,2.3,5.1,7.4,2.1,1.1,0.6,1.6,1.4,10.6
2012-13,34,DAL,NBA,PF,67,67,30.0,5.3,10.3,.514,0.3,1.1,.315,5.0,9.2,.538,1.2,1.5,.782,2.2,5.7,7.8,2.4,1.1,0.7,1.5,1.7,12.1
2013-14,35,DAL,NBA,SF,76,76,31.7,4.5,9.3,.482,0.8,2.1,.358,3.7,7.2,.518,0.7,0.9,.785,1.7,4.8,6.5,1.6,1.2,0.5,1.3,1.6,10.4
Career,,,NBA,,1106,1038,35.3,6.5,13.4,.485,0.7,2.1,.332,5.8,11.3,.514,2.1,2.6,.811,2.4,6.5,9.0,1.9,1.6,1.1,1.6,2.2,15.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9 seasons,,PHO,NBA,,660,647,37.8,7.4,15.4,.481,1.0,2.9,.342,6.4,12.5,.514,2.6,3.2,.824,2.6,7.5,10.0,2.0,1.9,1.4,1.6,2.6,18.4
5 seasons,,DAL,NBA,,361,308,30.4,5.0,10.1,.496,0.3,1.0,.307,4.7,9.1,.516,1.2,1.6,.774,2.1,4.9,7.0,1.8,1.0,0.6,1.5,1.7,11.6
2 seasons,,MIA,NBA,,58,56,36.5,5.4,11.3,.475,0.3,1.2,.225,5.1,10.1,.505,1.7,2.2,.756,2.7,6.7,9.4,2.0,1.5,1.0,1.6,2.2,12.7
1 season,,TOR,NBA,,27,27,35.3,6.2,12.7,.488,0.1,0.5,.154,6.1,12.2,.502,1.9,2.3,.806,2.7,5.6,8.3,2.3,1.1,0.8,1.8,1.5,14.3
