
Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2012-13,19,DET,NBA,C,60,10,20.7,3.5,5.7,.608,0.0,0.0,.500,3.5,5.7,.609,1.0,2.7,.371,2.8,4.8,7.6,0.5,1.0,1.6,1.0,2.4,7.9
2013-14,20,DET,NBA,C,81,81,32.3,5.9,9.5,.623,0.0,0.0,.000,5.9,9.5,.625,1.7,4.0,.418,5.4,7.8,13.2,0.4,1.2,1.6,1.4,3.4,13.5
Career,,,NBA,,141,91,27.4,4.9,7.9,.618,0.0,0.0,.250,4.9,7.9,.620,1.4,3.5,.402,4.3,6.5,10.8,0.5,1.1,1.6,1.2,3.0,11.1
