
Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2012-13,22,MIL,NBA,PF,63,9,13.1,2.6,5.3,.482,0.0,0.0,.000,2.6,5.3,.486,0.9,1.7,.533,1.8,2.9,4.7,0.5,0.3,0.7,0.7,1.3,6.0
2013-14,23,MIL,NBA,PF,70,23,26.5,4.9,9.1,.538,0.0,0.0,.000,4.9,9.1,.539,1.3,2.5,.514,2.4,4.7,7.1,1.6,0.6,1.7,1.6,2.6,11.1
Career,,,NBA,,133,32,20.2,3.8,7.3,.519,0.0,0.0,.000,3.8,7.3,.521,1.1,2.1,.521,2.2,3.8,6.0,1.1,0.5,1.2,1.2,2.0,8.7
