
Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2013-14,22,HOU,NBA,PG,22,0,11.5,1.4,4.0,.356,0.8,2.5,.327,0.6,1.5,.406,1.0,1.3,.724,0.3,0.8,1.1,1.0,0.4,0.2,1.0,1.1,4.6
Career,,,NBA,,22,0,11.5,1.4,4.0,.356,0.8,2.5,.327,0.6,1.5,.406,1.0,1.3,.724,0.3,0.8,1.1,1.0,0.4,0.2,1.0,1.1,4.6
