
Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2006-07,23,MIN,NBA,PG,82,12,22.9,3.7,8.4,.434,0.8,2.3,.368,2.8,6.2,.458,2.0,2.3,.854,0.6,2.1,2.7,2.8,0.6,0.3,1.9,2.2,10.1
2007-08,24,MIN,NBA,PG,39,31,32.3,5.1,11.8,.429,1.6,3.8,.412,3.5,8.1,.436,1.4,1.7,.815,0.3,2.9,3.3,4.2,0.9,0.1,2.0,2.6,13.1
2008-09,25,MIN,NBA,SG,70,61,35.6,5.7,14.0,.407,1.6,4.4,.360,4.1,9.6,.428,3.3,3.9,.846,0.5,2.6,3.1,4.3,1.0,0.4,2.1,2.9,16.3
2009-10,26,WAS,NBA,PG,70,38,23.8,3.7,8.8,.414,0.9,2.6,.346,2.8,6.2,.442,1.8,2.1,.890,0.2,1.6,1.9,3.3,0.5,0.1,1.3,1.8,10.1
2010-11,27,LAC,NBA,SG,63,24,24.6,3.3,8.4,.388,1.1,3.4,.327,2.1,5.0,.430,2.1,2.4,.893,0.2,1.4,1.6,2.7,0.7,0.3,1.5,1.9,9.8
2011-12,28,LAC,NBA,SG,65,48,25.9,3.9,9.9,.398,2.0,5.1,.386,2.0,4.8,.410,1.1,1.3,.859,0.4,1.7,2.1,2.2,0.7,0.4,1.1,2.0,11.0
2012-13,29,UTA,NBA,SG,82,72,27.4,3.6,9.0,.397,2.2,5.3,.410,1.4,3.7,.378,1.4,1.8,.819,0.2,1.3,1.5,2.0,0.8,0.3,1.1,2.3,10.8
2013-14,30,DEN,NBA,SG,81,78,30.7,4.5,10.8,.413,2.3,6.1,.380,2.1,4.7,.456,1.9,2.3,.849,0.4,2.4,2.9,3.5,0.8,0.5,1.8,2.5,13.2
Career,,,NBA,,552,364,27.7,4.1,10.0,.409,1.6,4.2,.377,2.5,5.9,.432,1.9,2.2,.854,0.4,2.0,2.3,3.1,0.8,0.3,1.6,2.3,11.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,MIN,NBA,,191,104,29.5,4.7,11.2,.420,1.3,3.4,.374,3.4,7.8,.440,2.3,2.8,.845,0.5,2.4,2.9,3.7,0.8,0.3,2.0,2.5,13.0
2 seasons,,LAC,NBA,,128,72,25.3,3.6,9.2,.393,1.5,4.3,.363,2.1,4.9,.420,1.6,1.8,.880,0.3,1.6,1.9,2.5,0.7,0.4,1.3,2.0,10.4
1 season,,UTA,NBA,,82,72,27.4,3.6,9.0,.397,2.2,5.3,.410,1.4,3.7,.378,1.4,1.8,.819,0.2,1.3,1.5,2.0,0.8,0.3,1.1,2.3,10.8
1 season,,DEN,NBA,,81,78,30.7,4.5,10.8,.413,2.3,6.1,.380,2.1,4.7,.456,1.9,2.3,.849,0.4,2.4,2.9,3.5,0.8,0.5,1.8,2.5,13.2
1 season,,WAS,NBA,,70,38,23.8,3.7,8.8,.414,0.9,2.6,.346,2.8,6.2,.442,1.8,2.1,.890,0.2,1.6,1.9,3.3,0.5,0.1,1.3,1.8,10.1
