
Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2009-10,22,CHI,NBA,PF,65,11,11.6,1.5,3.2,.452,0.2,0.7,.326,1.2,2.5,.488,0.8,1.1,.729,0.5,1.4,2.0,0.7,0.3,0.7,1.0,1.9,3.9
2010-11,23,TOT,NBA,SF,38,25,21.6,2.8,6.2,.456,0.2,0.9,.235,2.6,5.3,.493,1.2,1.9,.662,1.0,2.8,3.7,2.3,0.9,1.0,1.7,2.5,7.1
2010-11,23,CHI,NBA,SF,13,0,9.5,1.3,3.2,.415,0.2,0.7,.222,1.2,2.5,.469,0.5,1.0,.462,0.5,1.4,1.8,1.1,0.6,0.7,1.4,1.9,3.2
2010-11,23,TOR,NBA,SF,25,25,28.0,3.6,7.8,.464,0.2,1.0,.240,3.4,6.8,.497,1.6,2.3,.707,1.2,3.5,4.7,3.0,1.0,1.1,1.8,2.8,9.2
2011-12,24,TOR,NBA,SF,62,40,25.2,3.8,8.4,.450,0.3,1.0,.317,3.5,7.4,.467,1.3,1.9,.704,1.2,3.5,4.7,2.0,1.1,1.4,1.6,2.9,9.1
2012-13,25,SAC,NBA,SF,54,11,16.3,2.2,5.2,.413,0.0,0.4,.095,2.1,4.9,.439,0.7,1.2,.597,0.9,1.8,2.7,1.1,0.8,0.9,1.3,1.8,5.1
2013-14,26,MEM,NBA,SF,52,4,18.4,2.8,5.9,.464,0.4,1.7,.253,2.3,4.3,.548,1.5,1.7,.844,1.2,2.0,3.2,2.1,0.8,1.1,1.3,2.0,7.4
Career,,,NBA,,271,91,18.4,2.6,5.7,.447,0.2,0.9,.266,2.3,4.8,.482,1.1,1.5,.714,0.9,2.3,3.2,1.6,0.8,1.0,1.3,2.2,6.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,TOR,NBA,,87,65,26.0,3.7,8.2,.454,0.3,1.0,.294,3.4,7.2,.475,1.4,2.0,.705,1.2,3.5,4.7,2.3,1.1,1.3,1.7,2.8,9.1
2 seasons,,CHI,NBA,,78,11,11.3,1.4,3.2,.446,0.2,0.7,.309,1.2,2.5,.485,0.7,1.1,.687,0.5,1.4,1.9,0.8,0.4,0.7,1.0,1.9,3.8
1 season,,SAC,NBA,,54,11,16.3,2.2,5.2,.413,0.0,0.4,.095,2.1,4.9,.439,0.7,1.2,.597,0.9,1.8,2.7,1.1,0.8,0.9,1.3,1.8,5.1
1 season,,MEM,NBA,,52,4,18.4,2.8,5.9,.464,0.4,1.7,.253,2.3,4.3,.548,1.5,1.7,.844,1.2,2.0,3.2,2.1,0.8,1.1,1.3,2.0,7.4
