
Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2005-06,22,NYK,NBA,C,65,14,24.2,4.7,9.8,.477,0.0,0.1,.333,4.6,9.7,.479,2.9,3.5,.825,2.1,3.6,5.8,0.8,0.5,0.7,1.5,3.1,12.3
2006-07,23,NYK,NBA,PF,72,59,26.3,4.1,9.6,.433,0.0,0.3,.167,4.1,9.3,.440,1.2,1.5,.787,1.3,4.2,5.5,0.9,0.5,0.6,1.4,3.0,9.5
2007-08,24,POR,NBA,C,78,20,17.2,2.8,5.8,.488,0.0,0.1,.300,2.8,5.7,.492,1.1,1.4,.780,1.4,3.2,4.5,0.7,0.4,0.3,0.7,2.7,6.8
2008-09,25,POR,NBA,PF,63,1,11.8,1.8,4.2,.423,0.2,0.5,.333,1.6,3.7,.436,0.4,0.6,.722,0.7,1.6,2.2,0.4,0.3,0.3,0.5,1.7,4.2
2009-10,26,PHO,NBA,C,81,41,27.0,3.9,8.7,.451,2.1,4.8,.439,1.8,3.8,.466,1.2,1.5,.810,0.8,4.5,5.3,1.4,0.8,0.9,0.9,3.2,11.2
2010-11,27,PHO,NBA,PF,77,64,33.0,4.6,10.8,.432,2.2,5.7,.390,2.4,5.1,.479,1.2,1.4,.832,0.8,5.8,6.7,1.2,0.6,1.0,0.9,3.5,12.7
2011-12,28,PHO,NBA,PF,64,59,26.1,4.0,9.6,.416,1.4,4.1,.346,2.6,5.5,.469,1.1,1.3,.890,1.1,4.8,5.9,1.4,0.7,1.1,1.0,2.8,10.5
2013-14,30,PHO,NBA,PF,82,82,28.2,4.1,9.5,.432,2.0,5.3,.370,2.1,4.2,.509,1.0,1.2,.821,0.9,4.2,5.1,1.2,0.7,0.8,1.1,3.0,11.1
Career,,,NBA,,582,340,24.5,3.8,8.5,.443,1.1,2.7,.385,2.7,5.8,.471,1.2,1.5,.815,1.1,4.0,5.2,1.0,0.6,0.7,1.0,2.9,9.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,PHO,NBA,,304,246,28.7,4.2,9.6,.433,2.0,5.0,.389,2.2,4.6,.481,1.1,1.3,.835,0.9,4.8,5.7,1.3,0.7,0.9,1.0,3.1,11.4
2 seasons,,POR,NBA,,141,21,14.8,2.4,5.1,.464,0.1,0.3,.326,2.3,4.8,.473,0.8,1.0,.766,1.0,2.5,3.5,0.6,0.3,0.3,0.6,2.2,5.6
2 seasons,,NYK,NBA,,137,73,25.3,4.4,9.7,.454,0.0,0.2,.222,4.4,9.5,.459,2.0,2.5,.813,1.7,3.9,5.6,0.9,0.5,0.6,1.4,3.0,10.8
