
Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2012-13,24,HOU,NBA,PG,41,0,17.4,1.9,4.6,.418,0.9,2.3,.375,1.0,2.3,.462,0.8,1.0,.829,1.1,1.6,2.7,2.9,0.9,0.5,1.1,2.0,5.6
2013-14,25,HOU,NBA,SG,56,55,31.3,3.6,8.6,.414,1.6,4.6,.361,1.9,4.0,.473,1.5,1.8,.814,1.3,2.2,3.5,2.7,1.4,0.4,1.2,3.1,10.2
Career,,,NBA,,97,55,25.4,2.9,6.9,.415,1.3,3.6,.365,1.5,3.3,.470,1.2,1.5,.818,1.2,1.9,3.1,2.8,1.2,0.5,1.1,2.6,8.3
