
Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2004-05,19,MIA,NBA,SF,3,0,9.0,1.0,3.7,.273,0.0,1.3,.000,1.0,2.3,.429,0.3,0.3,1.000,0.0,0.3,0.3,1.0,1.3,0.0,1.0,0.7,2.3
2005-06,20,MIA,NBA,SF,20,2,6.6,1.0,2.2,.465,0.2,0.3,.500,0.9,1.9,.459,0.8,0.9,.882,0.1,1.5,1.6,0.4,0.2,0.1,0.7,0.6,2.9
2006-07,21,MIA,NBA,SF,66,19,19.6,2.5,5.5,.445,0.1,0.5,.147,2.4,5.0,.476,1.0,1.3,.744,0.6,3.5,4.1,1.4,0.6,0.7,1.0,1.7,6.0
2007-08,22,MIA,NBA,SF,44,34,25.1,3.3,6.7,.488,0.1,0.3,.364,3.2,6.4,.493,1.3,1.6,.826,1.1,3.9,5.0,1.4,0.7,0.9,0.7,1.8,7.9
2008-09,23,MIA,NBA,SF,6,0,12.2,1.3,3.3,.400,0.0,0.0,,1.3,3.3,.400,0.3,1.0,.333,0.3,3.0,3.3,0.3,0.3,0.0,1.0,1.3,3.0
2009-10,24,MIA,NBA,SF,72,1,20.8,2.7,5.8,.463,0.8,2.2,.389,1.8,3.6,.508,0.8,1.0,.884,0.7,2.6,3.3,1.3,0.7,0.4,0.7,1.3,7.1
2010-11,25,GSW,NBA,SF,82,82,38.4,5.9,14.0,.423,2.4,6.3,.376,3.5,7.7,.462,2.2,2.8,.789,1.1,4.2,5.3,3.0,1.5,0.8,1.6,2.1,16.4
2011-12,26,GSW,NBA,SF,61,61,27.0,3.6,8.6,.422,1.7,4.8,.360,1.9,3.8,.500,1.3,1.6,.816,1.0,3.6,4.6,1.5,1.0,0.4,0.8,1.6,10.3
2012-13,27,PHI,NBA,SF,79,8,22.6,3.0,7.6,.396,1.7,4.6,.374,1.3,3.0,.429,1.5,1.8,.851,0.5,3.3,3.8,1.9,0.8,0.4,0.8,1.2,9.2
2013-14,28,POR,NBA,SF,68,13,14.5,1.6,4.4,.374,1.0,3.0,.342,0.6,1.4,.442,0.8,1.0,.754,0.4,2.4,2.8,0.9,0.3,0.2,0.6,0.9,5.0
Career,,,NBA,,501,220,23.3,3.2,7.4,.426,1.1,3.2,.364,2.0,4.3,.473,1.3,1.6,.806,0.7,3.2,4.0,1.6,0.8,0.5,0.9,1.5,8.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6 seasons,,MIA,NBA,,211,56,19.5,2.5,5.5,.461,0.3,1.0,.344,2.2,4.4,.487,0.9,1.2,.806,0.7,3.0,3.7,1.2,0.6,0.6,0.8,1.5,6.3
2 seasons,,GSW,NBA,,143,143,33.5,4.9,11.7,.423,2.1,5.7,.370,2.9,6.0,.472,1.8,2.3,.798,1.0,3.9,5.0,2.3,1.3,0.6,1.3,1.9,13.8
1 season,,PHI,NBA,,79,8,22.6,3.0,7.6,.396,1.7,4.6,.374,1.3,3.0,.429,1.5,1.8,.851,0.5,3.3,3.8,1.9,0.8,0.4,0.8,1.2,9.2
1 season,,POR,NBA,,68,13,14.5,1.6,4.4,.374,1.0,3.0,.342,0.6,1.4,.442,0.8,1.0,.754,0.4,2.4,2.8,0.9,0.3,0.2,0.6,0.9,5.0
