
Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2006-07,21,UTA,NBA,PF,82,1,18.0,2.5,4.9,.525,0.0,0.0,.333,2.5,4.8,.527,1.7,2.5,.673,2.2,2.9,5.2,0.8,0.8,0.9,1.1,2.9,6.8
2007-08,22,UTA,NBA,PF,82,2,20.8,3.1,6.1,.504,0.0,0.0,.000,3.1,6.1,.508,1.9,2.8,.677,2.0,3.6,5.6,1.0,0.9,0.9,1.1,3.3,8.1
2008-09,23,UTA,NBA,PF,76,38,30.1,5.3,9.9,.534,0.0,0.1,.000,5.3,9.8,.537,3.0,4.3,.699,3.3,5.3,8.6,1.8,1.0,1.0,1.7,3.8,13.5
2009-10,24,UTA,NBA,PF,82,8,27.8,4.7,8.7,.538,0.0,0.1,.111,4.7,8.6,.543,2.2,3.2,.693,2.3,4.5,6.8,1.6,0.8,1.2,1.4,3.5,11.6
2010-11,25,UTA,NBA,PF,76,76,34.3,6.9,13.0,.531,0.1,0.3,.391,6.8,12.7,.535,3.4,4.4,.757,2.2,5.5,7.6,2.5,1.4,0.9,1.9,3.6,17.3
2011-12,26,UTA,NBA,PF,64,62,32.8,6.7,13.5,.495,0.1,0.5,.226,6.5,13.0,.505,3.2,4.0,.792,2.8,6.0,8.8,2.3,1.8,0.8,1.8,3.5,16.6
2012-13,27,UTA,NBA,PF,78,78,30.4,5.5,11.2,.490,0.2,0.5,.333,5.3,10.7,.498,3.4,4.6,.742,2.3,4.8,7.1,2.6,1.3,1.0,1.8,3.0,14.6
2013-14 ★,28,ATL,NBA,PF,74,73,33.5,6.5,14.1,.461,1.0,2.9,.358,5.5,11.3,.487,3.9,5.3,.731,2.1,6.4,8.5,3.1,1.7,1.1,2.5,2.8,17.9
Career,,,NBA,,614,338,28.2,5.1,10.0,.507,0.2,0.5,.329,4.9,9.5,.517,2.8,3.9,.724,2.4,4.8,7.2,1.9,1.2,1.0,1.6,3.3,13.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7 seasons,,UTA,NBA,,540,265,27.4,4.9,9.4,.516,0.1,0.2,.274,4.8,9.2,.522,2.6,3.7,.723,2.4,4.6,7.0,1.8,1.1,1.0,1.5,3.3,12.4
1 season,,ATL,NBA,,74,73,33.5,6.5,14.1,.461,1.0,2.9,.358,5.5,11.3,.487,3.9,5.3,.731,2.1,6.4,8.5,3.1,1.7,1.1,2.5,2.8,17.9
