
Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2013-14,22,PHI,NBA,SF,77,41,22.6,2.2,4.8,.460,0.9,2.2,.401,1.4,2.7,.507,0.7,0.9,.712,0.9,2.3,3.2,0.9,0.7,0.2,0.8,1.9,6.0
Career,,,NBA,,77,41,22.6,2.2,4.8,.460,0.9,2.2,.401,1.4,2.7,.507,0.7,0.9,.712,0.9,2.3,3.2,0.9,0.7,0.2,0.8,1.9,6.0
