
Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2009-10,22,DEN,NBA,PG,65,8,20.3,3.1,6.0,.515,0.5,1.3,.410,2.6,4.7,.544,1.6,2.2,.757,0.6,1.3,1.9,3.1,0.7,0.0,1.3,1.4,8.3
2010-11,23,DEN,NBA,PG,80,31,26.3,4.3,8.6,.503,0.9,2.1,.404,3.5,6.5,.536,2.2,2.8,.764,0.8,1.8,2.6,4.7,1.0,0.1,1.7,1.7,11.7
2011-12,24,DEN,NBA,PG,61,61,34.8,6.1,12.6,.488,1.2,3.3,.365,4.9,9.3,.531,2.9,3.5,.824,0.9,2.8,3.7,6.6,1.3,0.1,2.4,1.5,16.4
2012-13,25,DEN,NBA,PG,73,71,34.4,6.1,13.3,.461,1.2,3.2,.366,5.0,10.1,.491,3.2,4.3,.756,0.5,2.2,2.7,6.9,1.5,0.1,2.5,1.8,16.7
2013-14,26,DEN,NBA,PG,62,61,35.8,5.6,13.0,.431,1.2,3.3,.356,4.4,9.7,.455,5.2,6.5,.798,0.6,2.8,3.5,8.8,1.6,0.2,3.2,1.8,17.6
Career,,,NBA,,341,232,30.1,5.0,10.6,.474,1.0,2.6,.375,4.1,8.0,.506,3.0,3.8,.782,0.7,2.2,2.9,5.9,1.2,0.1,2.2,1.7,14.0
