
Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2013-14,21,DAL,NBA,PG,48,0,10.2,1.1,2.9,.380,0.3,0.8,.316,0.8,2.1,.404,0.3,0.5,.640,0.2,0.6,0.9,1.5,0.5,0.0,0.8,1.0,2.8
Career,,,NBA,,48,0,10.2,1.1,2.9,.380,0.3,0.8,.316,0.8,2.1,.404,0.3,0.5,.640,0.2,0.6,0.9,1.5,0.5,0.0,0.8,1.0,2.8
