
Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2001-02,19,SAC,NBA,SF,54,1,8.0,1.4,3.2,.429,0.0,0.1,.000,1.4,3.1,.446,0.4,0.9,.500,0.9,0.7,1.6,0.5,0.4,0.1,0.4,0.9,3.2
2002-03,20,SAC,NBA,SF,47,7,12.1,1.9,3.9,.492,0.0,0.1,.250,1.9,3.8,.497,0.8,1.6,.527,0.8,1.9,2.7,0.5,0.5,0.3,0.9,1.4,4.7
2003-04,21,SAC,NBA,SF,37,1,9.1,0.9,2.4,.360,0.0,0.1,.000,0.9,2.4,.368,0.3,0.6,.458,0.9,1.1,2.0,0.5,0.4,0.4,0.2,1.0,2.0
2004-05,22,CHA,NBA,SF,70,68,30.7,4.1,9.1,.449,0.2,0.9,.274,3.8,8.2,.468,2.7,4.1,.661,1.7,3.8,5.5,2.0,1.7,1.3,2.3,2.6,11.1
2005-06,23,CHA,NBA,SF,55,52,34.5,5.8,10.7,.538,0.3,0.9,.280,5.5,9.8,.562,3.4,5.6,.614,2.2,5.3,7.5,1.7,2.5,2.1,1.8,2.7,15.2
2006-07,24,CHA,NBA,SF,72,71,36.7,6.6,13.2,.502,0.5,1.7,.325,6.1,11.6,.528,4.3,6.2,.691,2.0,5.2,7.2,2.6,2.0,1.0,2.2,2.9,18.1
2007-08,25,CHA,NBA,PF,62,59,38.3,6.6,14.6,.449,1.1,3.6,.321,5.4,11.1,.491,5.0,6.9,.731,0.9,5.1,6.0,3.5,2.1,0.9,2.9,3.0,19.4
2008-09,26,CHA,NBA,SF,71,71,37.6,5.5,11.4,.480,0.5,1.8,.298,4.9,9.6,.515,5.1,6.4,.804,1.6,6.2,7.8,2.7,1.7,0.9,2.1,3.0,16.6
2009-10 ★,27,CHA,NBA,SF,76,76,41.0,6.0,12.4,.484,0.7,1.8,.371,5.3,10.6,.503,5.6,7.2,.776,2.0,8.1,10.0,2.1,1.5,1.1,2.3,2.6,18.2
2010-11,28,TOT,NBA,SF-PF,71,63,37.9,5.4,12.0,.454,0.9,2.6,.333,4.6,9.4,.487,3.9,5.3,.746,1.6,6.5,8.0,2.4,1.5,0.9,2.1,2.6,15.7
2010-11,28,CHA,NBA,SF,48,48,39.0,5.3,12.1,.433,0.7,2.2,.330,4.5,9.9,.456,4.4,5.9,.739,1.5,6.7,8.2,2.4,1.2,1.0,2.1,2.5,15.6
2010-11,28,POR,NBA,PF,23,15,35.7,5.8,11.7,.498,1.2,3.5,.338,4.7,8.2,.566,3.0,3.9,.767,1.7,5.9,7.6,2.5,2.0,0.7,2.3,2.7,15.8
2011-12,29,TOT,NBA,SF,58,58,35.8,4.9,10.9,.454,0.8,2.6,.307,4.2,8.3,.500,3.1,3.9,.800,1.5,5.2,6.7,2.8,1.5,0.6,1.9,2.5,13.8
2011-12,29,POR,NBA,SF,42,42,35.8,4.8,10.2,.472,0.6,2.3,.265,4.2,7.9,.533,3.0,3.8,.776,1.5,5.1,6.6,2.7,1.5,0.6,2.0,2.5,13.3
2011-12,29,NJN,NBA,SF,16,16,35.8,5.3,12.6,.416,1.3,3.3,.385,4.0,9.4,.427,3.4,4.0,.859,1.5,5.3,6.8,3.1,1.4,0.7,1.7,2.4,15.2
2012-13,30,BRK,NBA,SF,69,68,30.1,2.6,6.6,.397,0.7,2.4,.282,2.0,4.3,.461,1.8,2.8,.637,1.0,3.6,4.6,2.6,1.4,0.7,1.6,1.7,7.7
2013-14,31,BOS,NBA,SF,58,16,24.4,2.0,4.0,.504,0.3,1.1,.297,1.7,2.9,.584,0.8,1.7,.465,0.6,3.0,3.7,2.5,1.3,0.2,1.7,1.4,5.1
Career,,,NBA,,800,611,30.6,4.4,9.3,.470,0.5,1.6,.312,3.9,7.7,.503,3.1,4.4,.710,1.4,4.6,6.0,2.1,1.5,0.8,1.8,2.3,12.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7 seasons,,CHA,NBA,,454,445,36.8,5.7,11.9,.477,0.6,1.8,.322,5.1,10.1,.505,4.4,6.1,.726,1.7,5.8,7.5,2.4,1.8,1.2,2.3,2.8,16.4
3 seasons,,SAC,NBA,,138,9,9.7,1.4,3.2,.441,0.0,0.1,.077,1.4,3.1,.452,0.5,1.0,.507,0.9,1.2,2.1,0.5,0.4,0.3,0.5,1.1,3.4
2 seasons,,NJNBRK,NBA,,85,84,31.2,3.1,7.8,.403,0.8,2.5,.307,2.4,5.2,.449,2.1,3.0,.693,1.1,3.9,5.0,2.7,1.4,0.7,1.6,1.8,9.1
2 seasons,,POR,NBA,,65,57,35.8,5.2,10.8,.482,0.8,2.7,.298,4.4,8.0,.545,3.0,3.9,.773,1.6,5.4,7.0,2.6,1.7,0.6,2.1,2.6,14.2
1 season,,BOS,NBA,,58,16,24.4,2.0,4.0,.504,0.3,1.1,.297,1.7,2.9,.584,0.8,1.7,.465,0.6,3.0,3.7,2.5,1.3,0.2,1.7,1.4,5.1
